,username,value
3085,Bitcoin Bot,0.0
2798,clickbaitbot,0.0
2794,EOSclassic (EOSC),0.0
2298,pablo loera,0.0
2436,Alisa Salipi,0.0
2457,HighFrequency,0.0
2456,Robert Marchini,0.0
3442,GroseBauern,0.0
2444,Britama Wilix ⚡,0.0
2441,Y5 Creative,0.0
3448,Konstantin Petrov,0.0
3451,Etherbit,0.0
2465,Shaun M.®,0.0
2432,Ed Bishop,0.0
3452,crypto and growth biz ⌛🚀,0.0
3454,Social PR News,0.0
3458,khaleed shareef,0.0
2410,Jimmy Cardenas,0.0
3459,Automata Robo Advisor,0.0
2464,Bobbidazzler,0.0
2466,Manhar Gupta,0.0
3422,®ana prince,0.0
3433,RAS3,0.0
3423,Xeophin,0.0
2516,TokenWirtz,0.0
3425,joao,0.0
2512,Kubra Akar,0.0
2498,Alyan A. González-Méndez,0.0
2497,Bong,0.0
3434,Luis Castillo,0.0
3440,Bitcoinest,0.0
2486,Saturn V,0.0
2485,Michael  Harper,0.0
2484,CryptoCurrencyAlerts.com,0.0
2482,James Hunt,0.0
2476,PAVEL DZIATLAU,0.0
2468,Acorn Collective,0.0
2397,Cryptosaver,0.0
2394,Hoàng Việt,0.0
2393,myCryptoFreedom,0.0
3489,Blockchain Brad [DGB],0.0
2334,Ozge Eken,0.0
2333,bassey david etuk,0.0
2329,FaTiH 📈,0.0
2324,Sami Ghazali,0.0
3487,Skutch,0.0
2316,Hunter Smith,0.0
3490,crytpodash,0.0
3464,Bilun Aldemir,0.0
3491,QuiteABitcoin,0.0
2310,Hugh Nguyen,0.0
3493,CryptoRobs,0.0
2308,LetThereBeLitecoin⚡️,0.0
3494,SocMediaInfluencer,0.0
2299,Stefanbanstack,0.0
2338,Black Book Security,0.0
3482,Free Airdrop Sharing,0.0
2340,Raffi,0.0
2342,Altcoin Crypto Hab0t,0.0
2349,Crypto Time,0.0
2350,Grubzy'N'more,0.0
2351,When lambo? when moon?,0.0
3480,Adedayo Gab,0.0
3479,maulana bahas,0.0
2357,Boris Bateman,0.0
2358,Ozge Balci,0.0
2360,The Daily Block,0.0
2361,5K | Rets💯🔱,0.0
2362,Crypto Silent Bob,0.0
34,Thanhjonhan#TraXionICO,0.0
3467,CIG,0.0
2371,One Way To Rich #Traxion,0.0
2524,Epperly Li,0.0
2530,Kevin A. Hathaway,0.0
2791,MannyLo,0.0
2672,Aus BitCoin Value,0.0
2683,kindra ahrens,0.0
3375,Cryptossi,0.0
2681,F.Y.,0.0
2676,Ezira,0.0
2674,Nikitas Dimitriadis (BtcGurru),0.0
3376,Lesacrimule,0.0
3377,The Cryptic Keeper,0.0
2696,Rojo Misin,0.0
2670,Blockchain Business Index,0.0
3378,Dee,0.0
2662,SonofaBitcoin,0.0
2651,Theo Chino,0.0
2649,i buy fake internet money and draw lines,0.0
2637,Рыжков,0.0
2689,Mohammed Quraishi,0.0
2698,GVBE,0.0
2531,Joanne Falvey,0.0
2764,.,0.0
2782,Robby Schwertner,0.0
3353,Tyler Harris,0.0
2773,Gizem Yuksek,0.0
2772,OIL TUN BEER CO,0.0
3363,BitcoinCash,0.0
2767,Trade Alike,0.0
2756,Chuck Russell,0.0
2699,The Big Data Bot,0.0
2749,Reggie X,0.0
3369,Nikko_Tines,0.0
3370,Cansu Tokat,0.0
3371,Akany Essien,0.0
2720,HungryforFA,0.0
2708,Gerard van Essen,0.0
3380,Sadık Dur,0.0
2630,Crypto Coalition,0.0
3382,Jaek_Rose,0.0
2569,jnybgood,0.0
2589,MrLatoz,0.0
3397,Mr. Rockefeller,0.0
2579,CryptoCudd,0.0
2575,mitta Ƀ,0.0
3399,Cryptocurrency News Today,0.0
2570,Tobyn Jacobs,0.0
2562,Irmak Gultekin,0.0
3384,Fatihh,0.0
2556,SОNМ,0.0
3410,Busem Sarikaya,0.0
2538,Block to the Chain,0.0
2537,JayFloMo,0.0
3413,JetRuby,0.0
3415,Alaaddin koçak,0.0
2590,نشوان,0.0
2591,I'm good,0.0
2593,IRMAK ERTURAN,0.0
2594,Oscarmartinez,0.0
2595,Channelcom,0.0
2596,AnySizeDeals,0.0
2600,flyingTribunal,0.0
2601,Humberto javier,0.0
3392,Reynaldi Handrian,0.0
2607,fjccoin,0.0
2609,coinctr,0.0
3389,CHAMP,0.0
2612,GOKCE BAYDOGAN,0.0
2616,Cryptos_Alerts,0.0
3385,Jose A Rodriguez,0.0
2622,Bitsonline.com,0.0
2624,MMH Blockchain Group,0.0
1921,Crypto simplified,0.0
1810,yudo,0.0
1135,Uboho  Jonathan1,0.0
920,عبد رجوب,0.0
914,TradingPlaces,0.0
3992,Tortsch-Man [LTC],0.0
3993,Big_Boy (20K  LTC),0.0
3996,Level 5 Domains,0.0
905,Lightning Network statistics ⚡,0.0
902,CoinCondor,0.0
901,Max Frohburger,0.0
898,Abiodun Oluwasegun,0.0
890,Darrin Keith (LTC),0.0
889,GigaɃitcoin,0.0
888,Crypto Orcid,0.0
887,skylee,0.0
886,blue-collar-crypto,0.0
4000,cryptoline News,0.0
880,Scholes,0.0
915,Airdropwani,0.0
3991,moniraeshop,0.0
871,Travis Gray,0.0
930,Ali Stoner,0.0
984,Bitcoin’de Şuan,0.0
3946,Wolf of All STREETZ,0.0
3956,ASHA,0.0
969,Sandeep B,0.0
968,Denis Rusinovich,0.0
3966,Arj,0.0
3968,mike Bliss,0.0
3976,gail simmons,0.0
960,Atlanta Tech Events,0.0
959,Matt [LTC],0.0
954,John L. Bair 🇺🇸,0.0
951,NguyenHuuDai,0.0
947,cryptogrind,0.0
945,Randy Bean,0.0
938,Lillian Hudson,0.0
874,Bitcoin debit card,0.0
4004,Crypto Rebel,0.0
1319,faisal atjeh shutter,0.0
730,mk777,0.0
721,OuadieTech-PRO,0.0
712,Đại Minh Quang,0.0
4042,Oladipupo Abolade.,0.0
4043,Dinos Koud,0.0
703,Gái D- Â- M,0.0
4045,Blocktrak,0.0
700,Alexa,0.0
699,Charles Rollo,0.0
698,Huynhgiaminh,0.0
697,Scott,0.0
692,Lucky Hamster,0.0
691,Durandale,0.0
689,LGBT SAI GON,0.0
685,BILALN,0.0
684,tanveer ahmad,0.0
4040,Danny,0.0
735,Juego de Gato,0.0
4005,Stephan Best,0.0
4039,Zé Dias,0.0
862,Joey,0.0
857,Gabriel tirado,0.0
851,Mrendy1,0.0
850,Primate B.Adex,0.0
4013,Sandeep Shenoy,0.0
820,Vũ Việt Anh,0.0
815,Ella Malone,0.0
4028,Jerome,0.0
806,Thomas J Sharpe [LTC] ⚡️,0.0
4031,Mihai@Strim.me,0.0
4036,ornel,0.0
794,Hans,0.0
4037,Big Sexy [#HODL],0.0
754,Workin2005,0.0
750,matrixsojourner,0.0
985,CryptoCloaks,0.0
998,Blockgeeks,0.0
999,Stephen Dummett,0.0
3900,sarah hunt,0.0
1240,CryptoHODL_Amit,0.0
1234,Darryl Woods,0.0
3903,Mauri,0.0
1231,Johnny BKK,0.0
3904,BITCOIN-Jose,0.0
1229,Sue123,0.0
1226,🏴󠁧󠁢󠁥󠁮󠁧󠁿 Mr Mickey Mouse Maestro 🇬🇧,0.0
1225,Ben10,0.0
1222,Greg dela cruz,0.0
3905,Vella (Real account from April 2016),0.0
1212,HodLologi$T,0.0
3910,Cabuxo,0.0
3911,Node Predator,0.0
1200,Innovation Hub,0.0
1192,Leonidas,0.0
1254,Matt Smith,0.0
3894,mybitcoin,0.0
1000,Ron Pauley,0.0
3893,Raptor Computing Sys,0.0
1311,Redeye057,0.0
1309,rosamond bertschi,0.0
1302,CJ Libertarian,0.0
1293,fwd,0.0
1292,CRYPTSTART®,0.0
1288,KK,0.0
1285,Electrominer,0.0
1284,Lady Gaga,0.0
1283,Ibrahim Alsinan ♠️,0.0
1282,Moses Eboigbe,0.0
1280,エアドロップさん,0.0
3890,Cryptophrenic,0.0
3892,WeOnStyle,0.0
1276,Crypto ICO Coup,0.0
1274,Laura🇬🇧🇺🇸,0.0
1191,view crypto,0.0
3912,NavCoin Community,0.0
3916,Алексей,0.0
1186,Adebisi olalekan,0.0
1078,Passive BTC Daily!,0.0
3933,Rafal S Lackorzynski,0.0
1070,Aleksandr,0.0
1065,Crypto Mark,0.0
1060,thetacit1,0.0
1059,Onwuachu Innocent,0.0
1051,🔴MilanLegends.com⚫️,0.0
1041,Crypto Geek,0.0
1018,awr_00,0.0
1014,Johnnycab,0.0
1013,RabbYeaux Pherro NIX,0.0
1012,Amelia,0.0
3942,bigwolb,0.0
1008,Timilehin Agunbiade,0.0
3944,bitbookin,0.0
3929,CryptoRacer,0.0
1096,Philip Kennedy [BTC⚡️],0.0
1099,Lunar Digital Assets,0.0
1165,AB,0.0
1185,Obeskasep,0.0
3917,Galdêncio,0.0
1170,Ihemebiri Chinazo,0.0
1169,Exchanger - Encasher [LTC] [VTC] [NANO],0.0
3919,Nessuno,0.0
1167,zonkism,0.0
1156,Maximo Poder,0.0
1102,Blockchain WTF,0.0
1152,SportVEST (SVE),0.0
3652,"bogdacat, CEO of Bitcoin.com",0.0
1134,Yield 101,0.0
3921,scott,0.0
1130,Vortex [Not giving away crypto],0.0
1125,Blockchain Informer,0.0
683,Vicki Lee,0.0
680,⚡️Crypto Orleans⚡️,0.0
4048,Татьяна Скиба,0.0
305,CryptoTee,0.0
301,Bitcoin fan,0.0
296,Humayun Altaf Khan,0.0
4142,Irish Girl Cryptocurrency,0.0
277,#IncomeMachine,0.0
266,tomdicky,0.0
4145,Terri Howards,0.0
241,Invest Altcoins ❤⚡️ 🇬🇧,0.0
225,Crypto.IQ,0.0
4147,Crypto-hub,0.0
220,Krypto,0.0
4149,Erik F. - NulleX Team - NLX,0.0
4150,Bitcoin Babe,0.0
4151,TokenTalk,0.0
214,Wu Yiren,0.0
4153,Sourcingstocks,0.0
303,⚡Jovian Tempest⚡,0.0
307,omar,0.0
367,Наталья,0.0
319,Cloud Expert,0.0
364,Oscar Macias,0.0
4122,Dave Bennett,0.0
360,Tung Tung BB,0.0
357,Scarebear,0.0
4124,Crypto Yooyee,0.0
4125,Tomant,0.0
4127,John M. Spallanzani,0.0
345,Davie Darko,0.0
332,Litecoin Surfer,0.0
329,Kris,0.0
4133,Bitcoin Price Ticker,0.0
323,Anonymous World,0.0
322,𝕭𝖆𝖕𝖍𝖔𝖒𝖊𝖙 ⚜️,0.0
321,Joshua Conway,0.0
320,OceaN🇦🇺,0.0
208,Frosa,0.0
207,⚡CRYPTOLOGIST⚡,0.0
206,Lilla Bracken,0.0
4154,Elygantthings,0.0
79,Agdal,0.0
4164,Justin R. Andrusk,0.0
72,Crypto Shaf,0.0
71,xDystopium,0.0
4166,Charlene Foster,0.0
68,hoangle1523#TraXionICO,0.0
4167,Yadavinder Gill,0.0
62,🐋,0.0
49,manlost111#TraXionICO,0.0
47,martina castro,0.0
42,Nicolò (尼科洛) Tilotta,0.0
41,Spin Bits,0.0
40,Crypto_techs,0.0
38,kapil bhola,0.0
4170,SilverCalculatorApp,0.0
80,Live Generously,0.0
81,eso [LTC],0.0
85,bitcroc,0.0
152,JL Westside ⛹🏽[VTC],0.0
189,Krishna Bogati,0.0
173,Berminal,0.0
4155,Eberendu  Ikechukwu,0.0
167,André the GIANT ⚡️,0.0
166,LowFloatMix,0.0
156,Mitch Lee,0.0
4156,Superdescuento,0.0
99,lawrence,0.0
150,Social Tweets,0.0
4162,Coin Wall,0.0
109,NGUYEN TIEN THANH,0.0
107,R.J.,0.0
104,JT,0.0
103,Sridhar Chandra,0.0
365,slabhatnik,0.0
4116,A v B ⚡,0.0
677,Vindyne8,0.0
4061,CryptoHomeless,0.0
590,zeeshan khan,0.0
589,Brian Smith,0.0
587,Marco,0.0
4064,Диана Абрамова,0.0
578,Coody😎,0.0
4065,enesbalcı,0.0
575,vinoth rajan,0.0
568,[ Romano ],0.0
565,Risha,0.0
562,Horizon Unseen,0.0
558,Brian [bitcoin.ORG] ⚡️,0.0
555,Michael Ilano,0.0
4074,#XVG# [☇50K_BTC☇] KryptoMarv #HODL,0.0
552,Airdrop Alert Crypto Bounty,0.0
4075,Jimmy Jones,0.0
591,zervreil,0.0
598,dedushka2030,0.0
371,"Berry ""Dude"" James",0.0
599,~ ani 4 ~,0.0
4049,bob del,0.0
665,Kocsis Gergő [$OCN] [$TRX] [$ECC] HODLER,0.0
664,CriptoGeek,0.0
663,Erik Voorhees,0.0
657,Gabriel SR 📡,0.0
656,~,0.0
4051,DT,0.0
4054,yemekyapmak,0.0
652,SAFEX-KyeBalls,0.0
639,sxthecool,0.0
4056,Cody,0.0
632,Coin HODL ''Cryptologist'',0.0
616,wawin,0.0
615,Ro,0.0
4060,Mustafa,0.0
547,CRYPTO AIRDROPS BOUNTY 📢,0.0
544,Christopher Inks,0.0
543,MommaMarDee,0.0
4077,Ricardo Gonçalves,0.0
419,Serge A Ruzeck Bitcoin ESQ.,0.0
418,#InitialJeepneyOffering,0.0
4099,Sem Polom,0.0
413,Wolf 1061c,0.0
4100,Curi Cryptolover,0.0
411,ICO,0.0
409,Nguyễn Tâm Hiếu,0.0
407,Keiser Report,0.0
4105,dailytorman,0.0
397,Jacov,0.0
396,pokerbjj,0.0
4106,Abijo Damilare,0.0
389,Hypron,0.0
4110,jbcryptoh🌚lic🚀[TRX][XRP],0.0
4112,crypto carnage,0.0
430,Manoj Kumar,0.0
435,Lili From Philly,0.0
436,crypto miah,0.0
484,Sam (TheCryptoAnalyst),0.0
4078,Asch22,0.0
532,BIG BAD THANOS,0.0
4082,Dmitry Vorobjov,0.0
519,CryptoCrazy,0.0
4083,NulleX,0.0
500,Bitcoin EDU ⚡️,0.0
4084,Coinatory,0.0
4091,Amir Blumencoin,0.0
469,Đoàn Thanh Tâm,0.0
468,lyn shanker,0.0
463,CryptoSoCal,0.0
451,mohssin farid,0.0
448,Hunter Riley III,0.0
442,🅴🆅🅰🅽,0.0
1318,Airdrop Crypto King,0.0
3193,Veeka O,0.0
1654,YayaCampuzano,0.0
3819,dan marketcapetanos,0.0
3830,Game of Coins™,0.0
3748,CreamTeam,0.0
1756,Cryptocloop,0.0
3754,DiegoRam,0.0
3829,Ahmed Zahari,0.0
1521,Sony joss,0.0
1751,nonya [LTC],0.0
3827,Bitcoin Yusuf,0.0
1530,Voice Casino,0.0
1750,FUnderwood,0.0
3756,ganzocrypt,0.0
1508,Longhash,0.0
3818,allyouneedtoknow,0.0
1549,stoolander,0.0
1748,Osama,0.0
1747,victorio sansano,0.0
1738,GovCloud Network,0.0
1735,johnny aksesoris,0.0
1550,Leojjang,0.0
1733,DeoDIVINE #Crypto #Airdrop #ICO #bounty #BTC #ETH,0.0
1732,Jaldin Juan Pablo,0.0
1555,Rasyonel,0.0
1512,Felicity Mills,0.0
1507,Synthego,0.0
3804,Juan José Mena Costa,0.0
1489,Dorman Martin,0.0
1790,Donna Yobs,0.0
1789,Ian B,0.0
3720,Maria,0.0
1787,ICO Notify (Arwin),0.0
3841,#follo4follo,0.0
1786,cineenlasvenas,0.0
3721,delicia.io,0.0
1473,Cryptoangel,0.0
1645,Tracy A. Butcher,0.0
1482,pumpteamgroup,0.0
1782,Joyce,0.0
3747,Dwi Erna Widiastari,0.0
3727,Warner Urban🛡️,0.0
1493,Entrepreneur,0.0
3728,Николай Соболев,0.0
3729,Sebastian,0.0
1777,Кулишов Виктор,0.0
1495,Douye,0.0
3731,五右衛門@仮想通貨,0.0
1497,Crypto Bitcoin,0.0
1770,Эдуард Мархеев,0.0
3735,Warren Buffet,0.0
3759,Dr MHJ,0.0
1560,Robyn,0.0
1791,Jaouad,0.0
3781,Keybox - The Distributed Vault,0.0
3789,LitePay UK,0.0
3778,ahmad,0.0
1675,Big Crypto,0.0
1602,BetFast.com,0.0
3780,Crypto Growers Int.,0.0
1671,Alex Ryabov,0.0
1669,Peachberry,0.0
1613,Thomas SGAT,0.0
1664,Reuters Legal,0.0
1663,TheProfessor$TRX$OCN贾斯汀新闻 Ecosystem,0.0
1660,beckie tellke,0.0
1681,Stephen Fleece,0.0
1625,Jeff Rufino [Blockchains],0.0
1659,Conservative Review,0.0
1657,Huyền linh,0.0
3783,Crypto Kells,0.0
1630,Deadhouseplant,0.0
1655,Lindsey Verge,0.0
1632,Cesar Tagami,0.0
1642,clementine lavalley,0.0
1653,Katrina Adame,0.0
1644,OsaidBK⭐️,0.0
1594,Apex Technology,0.0
1685,leeda,0.0
1561,Casper Johansen,0.0
1579,Christopher Ralphie,0.0
3796,Dmitry Dmitriev,0.0
1721,Fitzroy Irvin,0.0
1720,CryptOrdoSeclorum👑,0.0
1718,internationaltaxation,0.0
3795,matt anderson,0.0
3762,Tobore,0.0
1705,Ana Galuzinskaya,0.0
1575,Marko Omcryptokus,0.0
1703,NoSQL,0.0
3769,jang nam,0.0
3770,Pedro Marrucho,0.0
3790,Alara Altinok,0.0
1581,@PETARZJAKOVAC,0.0
3772,AJ - Noxzilla,0.0
3773,Clay,0.0
3774,Hansi,0.0
1585,Forex Brokers Review,0.0
1692,Ekpobo Edidiong,0.0
3776,BitWolf,0.0
1687,Nancy Not Pelosi,0.0
1686,crypt0cranium,0.0
3791,StratisAdvisory,0.0
1462,Matthew J. Shaw,0.0
3724,CryptoAnalyst,0.0
1792,Lost in chains,0.0
3682,CarieCrypto,0.0
1346,Annette⚡BTC⚡LTC,0.0
1879,Caty 🦘🇦🇺,0.0
3875,ℭ𝔥𝔯𝔦𝔰𝔱𝔬𝔭𝔥𝔢𝔯 𝔚𝔥𝔢𝔢𝔩𝔢𝔯,0.0
1870,Cynthia Barbour,0.0
3685,JohnJohn,0.0
1357,Zach Piester,0.0
1358,Richard Sterling,0.0
3686,Nunya Bizniz,0.0
1363,Thai Ngoc Thinh,0.0
3870,#100x #zil #zilliqa #credits #omg #ven #vet,0.0
3869,Tony Aremo,0.0
3687,Pablo Marin,0.0
1375,Crypto Digest SAM,0.0
1461,Net DirXions Inc.,0.0
1377,rahul sahu,0.0
1849,Nguyễn Nam Phương,0.0
1380,A MASHREGHI,0.0
1845,✨bel dandolo✨,0.0
3705,GlennEU,0.0
1837,CREAM cryptocurrency,0.0
1381,Shiwen Yap,0.0
1881,bitcoin_freakk,0.0
3876,TD Ameritrade Network,0.0
1395,ChainBytes,0.0
3675,"Nick van Terheyden, MD",0.0
1912,Kyla Lise,0.0
1911,daniel orsi,0.0
1910,Neil Pullen,0.0
1909,Bit by Bit ⚡️,0.0
1908,River Boudreaux,0.0
1904,Javier Ortega Conde,0.0
1321,Curtiss Archer,0.0
3654,Aslihan Sezgin,0.0
3882,Aztec Gold Hero,0.0
1324,WiZzO [ $BTCP ],0.0
1325,ig : Rizal_Ariant,0.0
3659,nifty james,0.0
1895,Jaqueline Lis,0.0
3670,Paul,0.0
3880,Ευαγγελος Κοσκινακης,0.0
1893,Vika Secrets,0.0
1332,Natalie Madrigal,0.0
1333,ben franz,0.0
3672,Hamza,0.0
1889,Krypto Jackpot,0.0
1888,Cezary Graf | CRYPTO POLAND,0.0
1383,Ben McDonald,0.0
1652,Maia Dye,0.0
1396,douglas taylor,0.0
1428,PeerReviewBotter,0.0
3849,Sergio Gaytán,0.0
1818,仮想通貨ポコタヌ,0.0
1812,dee staunch,0.0
1431,Jimbe,0.0
3866,TheUltraAliens,0.0
3194,Shane Fogle,0.0
3847,Hey Auntie..👋🏾,0.0
1806,disyanggeina,0.0
1438,Get Triggered,0.0
1439,J,0.0
1440,Connie Gallippi,0.0
1441,Manager5555,0.0
1442,SV,0.0
1804,elianto,0.0
1443,Luc3ro,0.0
1450,Manuel Hector Galan,0.0
3842,altcoinsynergy.com,0.0
1460,Spawny Crypto,0.0
3718,Liberty Conservative,0.0
1823,Crypto Currency,0.0
1434,Astira.vestira,0.0
1830,Heru Purwanto,0.0
3710,Ash,0.0
1399,CryptoTractor,0.0
1418,Joseph Knoff,0.0
1419,Coach Nesto,0.0
1420,nghien,0.0
1831,Veroxis.,0.0
1835,Earnest Funship,0.0
1426,giannis diam,0.0
1425,Global Entrepreneur Summit,0.0
1825,Alex Alex,0.0
1403,tuyenvlk29,0.0
1422,The Invisible Podcaster,0.0
3837,CRYPTO 101,-0.2202909090909089
637,David Simonoff [Crypto],-0.24310714285714818
690,Soloking,-0.3028999999999996
324,Dhin,-0.34035000000000765
4081,The Currency Analytics,-0.6727636363636368
1243,Nathan Simmons ☁️,-0.9076000000000203
1666,Juan,-0.9076000000000203
2613,Clarke B,-0.908699999999999
2692,Nate,-0.908699999999999
1334,AirdropMarket,-0.9282272727272936
2487,Charlie Shrem,-0.9282272727272936
952,Ruslan fenogen,-0.9282272727272936
1638,Courtney M. Shrem,-0.9282272727272936
1977,Selphie Alfiora,-0.9282272727272936
3658,SilverCrow,-0.9282272727272936
4026,Юрий Ким,-0.9282272727272936
1237,Forex Max,-1.0688333333333369
4165,Crypto Enthusiast,-1.1358749999999986
2543,John Blaze,-1.2177000000000042
2929,Le Quoc Viet,-1.2177000000000042
1684,Domas⚡️,-1.2177000000000042
300,Katie Homes,-1.2334000000000014
1668,lucas,-1.2391363636363621
3621,Wind Mine,-1.2391363636363621
1474,kibaten,-1.2391363636363621
870,phneep,-1.3160200000000295
368,cusaps,-1.3465281818181805
2022,Julián Castro,-1.3614000000000306
100,Leo Jdbr,-1.3614000000000306
2251,Salih Sarikaya,-1.3614000000000306
3460,СryptoСash Alex 👑,-1.3614000000000306
3256,bang's,-1.3614000000000306
1506,Elaine Shi,-1.3614000000000306
2745,Cash - Tag,-1.3614000000000306
2817,DJR,-1.481296022727306
1267,Sifarath Roshan,-1.514444076948536
1727,Алинка Воронова,-1.5144999999999982
1824,Rahul Sood 🦄,-1.5883000000000354
2411,Maze9902,-1.6236000000000061
2100,Fairuz_Devone,-1.6605000000000059
1515,Dadan kurniawan,-1.6605000000000059
3934,John O Amazu,-1.6605000000000059
1220,Bitcoin Alliance IND,-1.6605000000000059
3224,Chiemela Nwagbara,-1.6605000000000059
1626,Tam Le,-1.6605000000000059
3516,GESSILDA,-1.6605000000000059
2882,Пампощук Наталия,-1.6605000000000059
1724,Danny Kass,-1.6817166207602443
3439,PaulPog41365694,-1.685325
2407,$Pirl,-1.701750000000038
1042,Asrem Chendo,-1.701750000000038
2559,Alberto Daniel Hill,-1.7490000000000057
2119,The CoinChaser®️,-1.7490000000000057
3713,Retweets WorldWide,-1.753318181818221
2469,cryptoaddict,-1.8173999999999977
2221,Luis Medinelli,-1.817399999999998
3639,Bang Ngah,-1.817399999999998
3215,Bash,-1.817399999999998
2447,Tuan Tran,-1.817399999999998
4093,Uma,-1.817399999999998
1811,Isaac Arnault,-1.817399999999998
3012,Ronalyn Panes,-1.817399999999998
217,Block Frontier,-1.817399999999998
2241,Bryce Hamrick,-1.817399999999998
1826,帰路うしな,-1.817399999999998
2419,Leonardo Martinez,-1.817399999999998
306,Diyon,-1.817399999999998
2623,Andy,-1.817399999999998
946,wangchFX,-1.850100000000002
227,zazazu,-1.850100000000002
2287,star d.,-1.850100000000002
1696,O̸̺̲̊̃̿͝h̵̡̻̜̮̉̆͜S34,-1.856454545454587
1320,BETUL  DOGRUL,-1.856454545454587
3584,Crypto Pafi,-1.856454545454587
2836,how slash why,-1.856454545454587
1710,zannatol nayem,-1.856454545454587
3891,news on finance,-1.8671400000000065
877,syed Fayyazul Hassan,-1.9389636363636797
807,Mixalych901,-1.9448571428571864
1995,airdroponline24,-1.9448571428571864
4168,Crypto Trader,-1.948320000000007
911,Matt Miles,-1.948320000000007
3288,Dan H.,-1.9774551136363612
3202,Puto Pako,-1.9774551136363612
3767,Useacoin,-2.0376909090909066
2518,Peace,-2.040059696368687
3509,Lê Thị Phương Thảo,-2.042100000000046
2758,o,-2.042100000000046
2177,Hoang Xuan Minh,-2.042100000000046
2774,アーツ仮想通貨,-2.042100000000046
4089,Paul Morris,-2.120299999999997
1984,Eric Meece,-2.2690000000000508
2628,Houston,-2.2717499999999973
696,Latitude Blockchain Services,-2.2717499999999973
925,John Setcher - Crypto Expert,-2.2717499999999973
3061,Michael DaCosta Babb,-2.3126250000000024
2902,Lonzo Jackson,-2.3126250000000024
3495,DeniseAQueen,-2.3405909090909063
2980,Victor MESTER,-2.364980259740257
2368,Daniel Rice,-2.3824500000000532
2799,alan laserna,-2.3824500000000532
1973,CyrilGaab,-2.389544444444442
2841,Soba Recovery Center,-2.420699944175761
2735,Scott B. Suhy,-2.4231999999999974
852,Jay Daron,-2.4354000000000084
4140,Dylan Graham,-2.4354000000000084
983,Crypto Bible,-2.4354000000000084
1643,J White,-2.4354000000000084
1998,Matony,-2.4354000000000084
4090,KriptoMania77,-2.4354000000000084
3793,Gnr,-2.4354000000000084
3785,Aasif Lone,-2.4597999999999955
4161,Airdrop Crypto Daily,-2.4782727272727243
707,🏴‍☠️Captain Crypto🏴‍☠️,-2.4782727272727243
588,Jill Sanderson,-2.4782727272727243
3152,Captain Altcoin,-2.4782727272727243
3414,RAFIK KING,-2.4782727272727243
3115,Stack ⚡,-2.4782727272727243
1071,Inferno Infinity Academy,-2.498571428571436
872,Vern Lovic,-2.509742857142854
2768,Manny Perez,-2.509742857142854
2542,JC🤑,-2.509742857142854
1970,ben-iyieke,-2.5228636363636388
3569,yay crypto,-2.5228636363636388
3858,Beuzzz,-2.5228636363636388
422,Tha Overlord,-2.5228636363636388
3174,Denis David,-2.5228636363636388
1689,Mark Genesis Gañac,-2.588418181818179
4086,Kim Chen In,-2.596285714285711
1556,Rupakk  chakma,-2.596285714285711
2932,Rushy Silas,-2.596285714285711
445,P'nam asiva eugene,-2.6342207411008918
3545,geraldongo,-2.722800000000061
2611,Shinchan,-2.722800000000061
3498,Blockchain Case,-2.722800000000061
3941,Saul Theis.,-2.722800000000061
2402,AnaV,-2.722800000000061
3168,Tooraj Enayati,-2.722800000000061
3031,Jack Pot,-2.722800000000061
3350,Paul Richardson,-2.722800000000061
1730,MaxKeiserIsGOD,-2.722800000000061
1676,Invest. Digitais,-2.722800000000061
3879,Eplemos5life,-2.722800000000061
1554,kelvin lam,-2.722800000000061
3792,Encrypted,-2.722800000000061
3895,Bitfish,-2.722800000000061
4159,Gresham INTL,-2.722800000000061
3906,GCC Cat,-2.722800000000061
499,Eszter,-2.722800000000061
3734,enjoying the ride,-2.722800000000061
2157,WGC,-2.7260999999999966
310,VTT,-2.726099999999997
1919,ilyass / KitKaT,-2.726099999999997
2445,George Colon,-2.8740666666667316
2431,Marcel Xavier,-2.8740666666667316
2492,prokofiev86,-2.9172857142857795
3227,Bounty,-2.9497000000000657
228,Leroy Bigsley,-2.9497000000000657
2719,Яна Германович,-3.0045855491357467
3962,VVIP,-3.0289999999999964
2900,Russell Weetch (Urban Cohort Blockchain),-3.0289999999999964
1010,carls,-3.0289999999999964
882,Robt,-3.044250000000011
4129,Cixeo ☁,-3.0631500000000687
3983,Abdullah Al Mamun,-3.083500000000003
3684,Jacob,-3.136500000000011
3272,Mora Sky,-3.136500000000011
3936,Hit The Bell 👉🏾,-3.136500000000011
1166,RetroSheep.com,-3.1766000000000707
3160,The best Airdrops!,-3.1977399999999934
3597,scared_popperr,-3.2208851018571396
2202,Alex Javdanitehran,-3.2472000000000114
1844,Roaring Brain,-3.3210000000000117
4143,BlockDiscover.com,-3.3210000000000117
4108,Promo Pig,-3.3210000000000117
192,HammerDown,-3.3210000000000117
802,WearsMyLiberty ⚡️,-3.3210000000000117
1604,kathleen  OLXAcoin.com,-3.331899999999997
3951,Chris Lopez,-3.348675000000012
2327,CoinStaker,-3.3706500000000004
586,Arjun ghimire,-3.403500000000076
2893,AnyaFenko,-3.403500000000076
3432,Ronco,-3.403500000000076
108,crypto_timelord,-3.403500000000076
1272,putri naloo,-3.403500000000076
1328,marco,-3.403500000000076
2244,Ⓥin Ⓐrmani,-3.403500000000076
2425,AIEVE,-3.403500000000076
