created_at,name,text,followers_count,verified,retweet_count,favorite_count,,,,,
Mon,Sokefun Oyeyinka,"RT @THUGCOIN: THUGS WE NEED YOUR HELP TO LIST THUG ON A NEW EXCHANGE!

Vote for @THUGCOIN on @MercatoxCom! 🚀 

Active traders have 5 FREE v…",6437,False,41,0,,,,,
Sun,Rino Borini,"RT @Thrillmex: When #bitcoin was $1,000 people dreamt of $7,000 $BTC

When #bitcoin was $15,000 people dreamt of buying $7,000 $BTC

Now we…",4754,False,207,0,,,,,
Sat,Garrot Osborne,"RT @0xgang: 444Million Token Airdrop Starts!!!

Join Now: https://t.co/H0TtkEtLr7

#Airdrop #freetoken #freecoin #erc20 #ethereum #eth #eth…",192,False,3103,0,,,,,
Fri,Sag Syndicate,"RT @MakingUsMoney: Can anyone teach me how to mind bitcoin? Because apparently that’s the wave to fly without working, I’ll post a link to…",2318,False,13,0,,,,,
Thu,Crypto Xpert UK (Not Giving Away ETH!),"REALLY liking the look of this ascending triangle on $BTC #Bitcoin! 🚀

#Crypto https://t.co/xefgJeWbly",12578,False,0,2,,,,,
Wed,Jaslin Bor,MB8Coin has now moved up to one of the Top 10 Trusted ICOs on Coin Schedule. Give us a thumbs up on Coin Schedule.… https://t.co/ptwQDgUsYZ,4609,False,0,0,,,,,
Tue,Александр Козлов,"RT @IqOption_VIP: Venezuelan Government has issued an official statement eliminating obstacles to the import of mining equipment. 
#crypto…",11,False,58,0,,,,,
Mon,Austin,"RT @OrbitalFantasy: We bought approximately 50,000 #MoneyToken (#IMT) and we're glad. We bought this many at a very low price. This is a ne…",79,False,1,0,,,,,
Sun,Beatz,"RT @CybitCorp: Ream more about it at https://t.co/CRmgkbaXFX
#finance #blockchain #cryptocurrency #crowdfunding #ICO #crypto
#blockchain #b…",0,False,121,0,,,,,
Sat,Вася Яковлев,RT @PO8Coin: Check out our new airdrop campaign. https://t.co/rvoJ7zDN96  We’re giving a total of 3000 PO8 ($24) per user.@CryptoAirdrops @…,0,False,1349,0,,,,,
Fri,вера клименко,"RT @skamcoin: We have been here since the very beginning of blockchain formation, we have seen many projects and we are here for technology…",9,False,42,0,,,,,
Thu,folorunsho,"RT @0xgang: 444Million Token Airdrop Starts!!!

Join Now: https://t.co/H0TtkEtLr7

#Airdrop #freetoken #freecoin #erc20 #ethereum #eth #eth…",1019,False,3103,0,,,,,
Wed,Crypto⚡tradr,@marccwr @VictorErem @MustStopMurad @aantonop @naval In 2-3 years 99.5% of this current crop of #shitcoins will onl… https://t.co/vVVhMAiLiC,545,False,0,2,,,,,
Tue,Nurul Karim,"RT @tradelize: Anton Zapolskyi presenting Tradelize ecosystem in Seoul at Crypto Forum 2018
#Tradelize #cryptocurrency #cryptotrading #trad…",2213,False,198,0,,,,,
Mon,Garrot Osborne,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",192,False,3218,0,,,,,
Sun,Indonesian Hacker,"RT @NeyrosNetwork: @NeyrosNetwork 99,999,999,999 NEYROS  Airdrops starts !!!
fill the form : https://t.co/MHxx8D5wY1

#Airdrop #freetoken #…",1097,False,65,0,,,,,
Sat,phan la anh,"RT @SuretyToken: The surety airdrop is here receive up to $400 in surety tokens. 
Sign up and complete the airdrop procedure to receive you…",299,False,656,0,,,,,
Fri,Altered Blockchain,RT @KryptykHex: #Bitcoin is by far the most energy efficient monetary system we've ever designed. https://t.co/XRg0pwF96h,357,False,691,0,,,,,
Thu,Александр Козлов,"RT @IqOption_VIP: Cryptcurrency?
#bitcoin #ethereum #Ripple #ICOs #cryptocurrency",11,False,77,0,,,,,
Wed,キリュウ,"RT @0xgang: 444Million Token Airdrop Starts!!!

Join Now: https://t.co/H0TtkEtLr7

#Airdrop #freetoken #freecoin #erc20 #ethereum #eth #eth…",0,False,3103,0,,,,,
Tue,Frizka New Jr,RT @MPCXPlatform: Leave your questions here don't miss the chance to win $ 500 value in XDMC for the best question: https://t.co/Wn8UO0DgLB…,1963,False,297,0,,,,,
Mon,Pra Dutta,RT @qurrex: Only 2 days left to get 500 QRX for 1 ETH. Don't miss LAST CHANCE to join the future of #cryptotrading https://t.co/MTgWaofiM2…,5284,False,513,0,,,,,
Sun,Adaora,"RT @0xgang: 444Million Token Airdrop Starts!!!

Join Now: https://t.co/H0TtkEtLr7

#Airdrop #freetoken #freecoin #erc20 #ethereum #eth #eth…",1,False,3103,0,,,,,
Sat,キリュウ,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",0,False,3218,0,,,,,
Fri,Vladan Stevanovic,RT @KryptykHex: #Bitcoin is by far the most energy efficient monetary system we've ever designed. https://t.co/XRg0pwF96h,152,False,691,0,,,,,
Thu,Festus,"RT @BitcoinPlusCash: Wanna earn 50,000 #Tokens?

1. Follow us
2. Retweet&amp;Like ALL posts
3. Comment your ETH Address (ERC-20)
4. Fill the fo…",312,False,101,0,,,,,
Wed,Allan Raicher ⚡️,"RT @CoinCadence: The #Bitcoin hashrate jumped nearly 5 exahash in the last 2 weeks alone. To  put that gain in perspective, it took ~8.5 ye…",3344,False,151,0,,,,,
Tue,Adaora,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",1,False,3218,0,,,,,
Mon,Hodl Hodl News,"Norwegian Air CEO to launch crypto exchange
https://t.co/3nFhoZGfuo #bitcoin",2307,False,0,0,,,,,
Sun,Crypto Borrible,RT @ico_dog: When you know it’s Friday &amp, the weekend is just around the corner leaving you to just concentrate on Crypto! 🙌🏼🙅🏼‍♂️📈📊📉 #Happy…,100,False,45,0,,,,
Sat,NiceGuyJason,"RT @Quarteria_io: We are proud to announce we have been nominated for Best Real Estate Services ICO- Europe 2018!

More information to foll…",1017,False,6,0,,,,,
Fri,Евгений Виноградов,RT @NimbusToken: Product tokens are a new type of cryptocurrency where the customer can buy a product or service via a pre-sale @NimbusToke…,4021,False,32,0,,,,,
Thu,NobodyImportant,"RT @LynxCollection: 760 more followers and we give away another  $500 gift card to one random follower!
  
Follow.  Retweet.  Tell your fam…",9,False,34,0,,,,,
Wed,Bảo Bảo,"RT @decoin_io: Our airdrop program is still live!
A total of  55,000 Dtep Coin with a value of $50,000 are up for grabs!

Visit our Airdrop…",3383,False,126,0,,,,,
Tue,Cryptonizuka Teacher Great,"#altcoins = rookies still on probation. 

#bitcoin = salted journeyman. 

$btc",77,False,0,0,,,,,
Mon,Jamfletch,RT @KryptykHex: #Bitcoin is by far the most energy efficient monetary system we've ever designed. https://t.co/XRg0pwF96h,17,False,691,0,,,,,
Sun,C. Edward Kelso,RT @BTCTN: Flash Transfer: Bitcoin Hodlers Dumped $30 Billion Since December https://t.co/mH45c5oQmn #Bitcoin https://t.co/0vFu9guFpC,424,False,36,0,,,,,
Sat,Filza Cabs,RT @decoin_io: Decoin team of expert analysts are scouring the crypto market to learn optimal perfomance practices and locate attractive an…,1406,False,315,0,,,,,
Fri,ncie yolla,"RT @blockbid_io: Bitcoin buying on the Rise Again in Venezuela

https://t.co/ugEbqNhX7R

#Cryptocurrency #Blockchain #Crypto #Bitcoin #Btc…",1671,False,108,0,,,,,
Thu,Entrepreneur,"Mike Novogratz, a billionaire investor and former Goldman Sachs and Fortress trader, told Erik Schatzker at the Blo… https://t.co/yyVEB8noRt",313,False,0,0,,,,,
Wed,AMLT by Coinfirm (NOT giving away Crypto),"RT @coineventchart: $AMLT
14 June 2018 - Mention at DisruptionBank
""Will also give a sneak peak how #cryptocurreny players like @tokenmarke…",6637,False,9,0,,,,,
Tue,folorunsho,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",1019,False,3218,0,,,,,
Mon,ncie yolla,"RT @blockbid_io: Blockbid Partners with LexisNexis to Enhance Exchange Security - Thank you Finance Magnates for the Article!

https://t.co…",1671,False,47,0,,,,,
Sun,HAWA man,"RT @dentcoin: DENT, the leading Blockchain project for the Telco market is now live in United Arab Emirates (UAE)! Middle East will be a gr…",13,False,39,0,,,,,
Sat,C.S. Sinclaire,"RT @Remi_Vladuceanu: Crypto in May – a SimpleFX Overview 
https://t.co/uTtKJxR8ui 
#newsoftheweek #Bitcoin #blockchain #crypto #cryptocurre…",3633,False,1,0,,,,,
Fri,ncie yolla,"RT @blockbid_io: $817M Later: LexisNexis Partners With First Institutional Cryptocurrency Exchange #Blockbid

Thank you @Forbes for the gre…",1671,False,58,0,,,,,
Thu,3rd Byte,RT @ArminVanBitcoin: I absolutely love this! 😍 A game where anyone can participate and paint on a million pixel canvas for 1 satoshi per pi…,46,False,21,0,,,,,
Wed,Filza Cabs,"RT @decoin_io: Good News for everyone! 

Our team just came back from a big blockchain conference in berlin and manage to raise more than $…",1406,False,511,0,,,,,
Tue,Minh Khoa,RT @qurrex: Only 2 days left to get 500 QRX for 1 ETH. Don't miss LAST CHANCE to join the future of #cryptotrading https://t.co/MTgWaofiM2…,12727,False,513,0,,,,,
Mon,nayma,"RT @Blockchainlife: #Bitcoin average DAILY value change:
2010: +0.82%
2011: +0.76%
2012: +0.26%
2013: +1.11%
2014: -0.25%
2015: +0.09%
2016…",2,False,108,0,,,,,
Sun,Free Crypto Trading Signal Robot,"📢#RobotNEWS: #SouthKorean Crypto Exchange #Bithumb Cleared by #Government! ✨
➖➖➖➖➖➖➖➖➖➖➖➖➖➖
#NEWS #Crypto #Bitcoin… https://t.co/ibKOehnChP",234,False,0,1,,,,,
Sat,piggys-life,"RT @BTCTN: Bitcoin Cash Roundup: New Apps, Announcements and Developments https://t.co/4DsGttZBCF #Bitcoin https://t.co/bfbEsw8oay",95,False,20,0,,,,,
Fri,Cryptocurrency Education,"RT @GridUnder: RT @PENNYBUSTER1: New #Marijuana #Cannabis #Cryptocurrency Launching Soon.    

Click 4 #ICO… https://t.co/6eqOwg8zAB",276,False,0,0,,,,,
Thu,Vitaliy,"RT @JStuhlman: Smart contract platform Sirius $SIRX now trading on @Cryptopia_NZ :

https://t.co/c7U4wq175g

#bitcoin #btc #btcusd #sirius…",1156,False,94,0,,,,,
Wed,Crypto JH,Volume for BTC (used as a representative) from Feb till now (June). Low volume isn't a bad sign anyways. It just me… https://t.co/dUDGOqWJF6,3915,False,1,2,,,,,
Tue,Cryptocurrency Education,"RT @cryptologist341: RT @PENNYBUSTER1: New #Marijuana #Cannabis #Cryptocurrency Launching Soon.    

Click 4 #ICO… https://t.co/Dy6HJKDQ7A",276,False,0,0,,,,,
Mon,Cryptocurrency Education,"RT @PENNYBUSTER1: New #Marijuana #Cannabis #Cryptocurrency Launching Soon.    

Click 4 #ICO #Canncoin Here… https://t.co/0ofu2ciy5s",276,False,0,0,,,,,
Sun,Евгений Виноградов,RT @acutecoin: We welcome all new participants and look forward to you being a part of this new and exciting project. #Crypto #BitCoin http…,4021,False,145,0,,,,,
Sat,Cryptocurrency Education,"RT @CryptoDungeon: $WPR Before &amp; After

Total profits since entry 28%🔥🚀

Join our official telegram👇🏻… https://t.co/9IHsF7x6wk",276,False,0,0,,,,,
Fri,Gabula Yusuf,"RT @Anderobert2: 🕕🕔 U P D A T E D 🕘🕗

💰💰 The most complete airdrop site for you.

==&gt;&gt; https://t.co/wx1lzjcf40      

🔥🚀
#Airdrop #live #To…",3,False,323,0,,,,,
Thu,Minh Khoa,"RT @qurrex: The Beta version of Qurrex amazing trading platform is already online at https://t.co/bTE3XwJ7a9

#TokenSale #bitcoin #crypto #…",12727,False,358,0,,,,,
Wed,Akinloye Akinola,"RT @CryptoCret: 10 random followers to win 0.05 ETH !

1. FOLLOW
2. LIKE AND RETWEET 
4. SUBSCRIBE: https://t.co/ipyL1D8aGi 
3. Comment ETH…",271,False,106,0,,,,,
Tue,Filza Cabs,"RT @decoin_io: Decoin are taking advantage of cold storage in how they operate, keeping 97% of customers’ funds in cold storage and fully i…",1406,False,253,0,,,,,
Mon,💯cryptomistic™,"RT @coinnup: @coinnup has adhered to all the regulations governing a #Blockchain business as laid down by Estonian authorities.
#cryptocurr…",10481,False,28,0,,,,,
Sun,Cryptocurrency Education,"RT @Matthix191: #Bitcoin Set to Challenge #Downtrend in ‘Next Couple of Days’, Says Fundstrat Advisor… https://t.co/TcE0Q0htPw",276,False,0,0,,,,,
Sat,GOHARD,"RT @dentcoin: DENT, the leading Blockchain project for the Telco market is now live in United Arab Emirates (UAE)! Middle East will be a gr…",126,False,39,0,,,,,
Fri,Filza Cabs,"RT @decoin_io: Good day Decoin Community!

Our Pre sale stage is ending soon! 16 hours remaining! Invest now and get 50% bonus! Don't miss…",1406,False,254,0,,,,,
Thu,Jenya stowat,"RT @airdrops_me: 📢We are building A Big #Crypto Distribution Platform (ABCDE)💰and our GIVE #airdrop is live 😍

https://t.co/Ts1qruRsF8

#cr…",89,False,276,0,,,,,
Wed,Filza Cabs,"RT @decoin_io: Decoin aims to build a world-renowned,quick-action,easy and simple multi-currency exchange and trading platform

https://t.c…",1406,False,239,0,,,,,
Tue,Crypto Invisible💎,"RT @dentcoin: DENT, the leading Blockchain project for the Telco market is now live in United Arab Emirates (UAE)! Middle East will be a gr…",5146,False,39,0,,,,,
Mon,Crypto JH,Did a TA on ETH/USD. It seems like ETH is consolidating towards $605 based on fib 0.236 levels and also consolidati… https://t.co/m5M4h49gcL,3915,False,0,0,,,,,
Sun,NobodyImportant,"RT @EnemyGiveaways: We are giving away 0,1 DASH.

Steps:
1. Retweet this post
2. Like this post
3. Follow @EnemyGiveaways

To participate y…",9,False,90,0,,,,,
Sat,George Kravas,"RT @dentcoin: DENT, the leading Blockchain project for the Telco market is now live in United Arab Emirates (UAE)! Middle East will be a gr…",320,False,39,0,,,,,
Fri,Filza Cabs,RT @decoin_io: Our pre sale stage will end in 3 hours. Get that 50% bonus and .6$ worth dtep! Hurry up!  Next stage is presale stage 2  wit…,1406,False,230,0,,,,,
Thu,Max,"RT @Blockshipping: Transforming the global container shipping industry.
Join the Blockshipping ICO today!  https://t.co/LccYtErMPU

#CCC #B…",3870,False,137,0,,,,,
Wed,Filza Cabs,"RT @decoin_io: Hi Decoin Community,
Our presale stage 2 is open! Dtep coin price of .65$ for only 14 days! We already sold 2.6m worth of dt…",1406,False,249,0,,,,,
Tue,Filza Cabs,"RT @decoin_io: Our airdrop program is still live!
A total of  55,000 Dtep Coin with a value of $50,000 are up for grabs!

Visit our Airdrop…",1406,False,126,0,,,,,
Mon,Mary Oehlerich,"RT @kashthefuturist: Does AI live up to our standards? 
@enkronos
@mikequindazzi
@fisher85m
@fmfrancoise
@ukei_publicidad
@pmedina
@tech_sh…",14077,False,6,0,,,,,
Sun,Bitcoin Tornado  🚀,"To be 100% maximalist in anything is high risk!

#Bitcoin $BTC",946,False,0,0,,,,,
Sat,ClemzCrypt,"RT @0xgang: 444Million Token Airdrop Starts!!!

Join Now: https://t.co/H0TtkEtLr7

#Airdrop #freetoken #freecoin #erc20 #ethereum #eth #eth…",92,False,3105,0,,,,,
Fri,Naira4Dollar,"RT @bitcoinschannel: Andreas Antonopoulos Speaks about Bitcoin Mining, Scaling, and The Future of Cryptocurrencies - https://t.co/2zxXePC9t…",6287,False,3,0,,,,,
Thu,Рамиль,"RT @qurrex: Don't miss Qurrex #TokenSale
It's brand new competitor to #Binance #Poloniex #Upbit #Bitfinex #Bittrex #Bitstamp #Kraken #Bithu…",3026,False,353,0,,,,,
Wed,Ely Pratama,"RT @capital_company: EXCLUSIVE AIRDROP!
We decided to give 100,000 CALL &amp; 20,000,000 CALLG to our supporters. If you want to join, follow t…",5577,False,449,0,,,,,
Tue,Bitcoin Leap Central,RT @maxkeiser: The urge for humans to mine #Bitcoin as the difficulty rises is irresistible and will never stop - not even after every fiat…,688,False,65,0,,,,,
Mon,elsa dansie,"RT @ContractBet: ContractBet is live now!!! If you have picked your World Cup Winner, come and bet on https://t.co/V1vWZnyCp1 to win up to…",0,False,328,0,,,,,
Sun,仮想通貨ico大好き主婦,"RT @dentcoin: DENT, the leading Blockchain project for the Telco market is now live in United Arab Emirates (UAE)! Middle East will be a gr…",180,False,39,0,,,,,
Sat,Crypto student,"Possible head and shoulder pattern on Bitcoin chart. If it plays out, we will see bottom at 7505 followed by major… https://t.co/6AwvQ32ttX",65,False,0,0,,,,,
Fri,Pisces Syndicate,"RT @MakingUsMoney: Can anyone teach me how to mind bitcoin? Because apparently that’s the wave to fly without working, I’ll post a link to…",2156,False,13,0,,,,,
Thu,James William,RT @WhalePanda: Just came across this awesome gif on Telegram. #Bitcoin https://t.co/nZ62OefdxK,1051,False,95,0,,,,,
Wed,Jim Bob,"RT @dentcoin: DENT, the leading Blockchain project for the Telco market is now live in United Arab Emirates (UAE)! Middle East will be a gr…",6778,False,40,0,,,,,
Tue,I.F.,"RT @Blockchainlife: #Bitcoin average DAILY value change:
2010: +0.82%
2011: +0.76%
2012: +0.26%
2013: +1.11%
2014: -0.25%
2015: +0.09%
2016…",140,False,109,0,,,,,
Mon,Mr Gold Bitcoin,"Good news, Listed Big Exchange 🚀🚀 : MTC ( Docademic ) 14/06 . 15:00 UTC+8 live on Topbtc* .  Info… https://t.co/gIiu57teQX",407,False,0,0,,,,,
Sun,Sairahumaira,"RT @lightningncom: We are airdropping 100 LightningNet (LNET)! 🚀 Follow us, join our telegram (https://t.co/vYgzEWTiwU ) and retweet this t…",28,False,7483,0,,,,,
Sat,Menno Pietersen ⚡,RT @ArminVanBitcoin: The game of Monopoly will teach you more about economics and finance than any College or University. 💵🎓👇 #bitcoin #hod…,2895,False,153,0,,,,,
Fri,Patrik Bell,RT @PO8Coin: Check out our new airdrop campaign. https://t.co/rvoJ7zDN96  We’re giving a total of 3000 PO8 ($24) per user.@CryptoAirdrops @…,27,False,1348,0,,,,,
Thu,Nina Borovckaya,RT @e_Chat_ICO: Dear friends! e-Chat continues to join world-known trading platforms. Now you have one more option for ECHT trading as it h…,92,False,114,0,,,,,
Wed,Jackie Brown,"RT @0xgang: 444Million Token Airdrop Starts!!!

Join Now: https://t.co/H0TtkEtLr7

#Airdrop #freetoken #freecoin #erc20 #ethereum #eth #eth…",420,False,3114,0,,,,,
Tue,Bitcoin Mate,r/bitcoinAUS (Twitter only) Warren Buffet and Jamie Dimon Criticizes #Bitcoin yet Again https://t.co/1z0j2HnN4m… https://t.co/ueSO2wrXHF,2411,False,0,1,,,,,
Mon,Valouloulou,RT @BrunoPro79: Is #bitcoin heading to 37K or down to 4K ? Decision in June... - #BTCUSD chart https://t.co/6WeyOIm6eo,50,False,1,0,,,,,
Sun,AntiCash Sokrates [sendmeyourbitcoins.com],"RT @dentcoin: DENT, the leading Blockchain project for the Telco market is now live in United Arab Emirates (UAE)! Middle East will be a gr…",48,False,40,0,,,,,
Sat,Earla Riopel,The latest The Earla Riopel News Daily! https://t.co/Hu4ntrTFrr Thanks to @aftncanada #blockchain #bitcoin,8217,False,0,0,,,,,
Fri,Bitcoin Core ($BTCC),RT @clashicly: @startuplqdtr @bitsko_xt @Shamsonwow @fluffypony @Bitcoin confirmed. blocked by @bitcoin🤔Just like the supreme court ruled @…,2532,False,2,0,,,,,
Thu,ClemzCrypt,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",92,False,3226,0,,,,,
Wed,Libra Syndicate,"RT @MakingUsMoney: Can anyone teach me how to mind bitcoin? Because apparently that’s the wave to fly without working, I’ll post a link to…",2656,False,13,0,,,,,
Tue,Crypto abuelo Don José,"This weekend I think it will be very good🚀🚀🚀
I hope not to be wrong.
Hexx (HXX)🚀🚀🚀🚀🚀
The other coins 🚀🚀… https://t.co/uONBLWjiv8",12194,False,1,1,,,,,
Mon,Gandalf86,"RT @Thrillmex: When #bitcoin was $1,000 people dreamt of $7,000 $BTC

When #bitcoin was $15,000 people dreamt of buying $7,000 $BTC

Now we…",144,False,207,0,,,,,
Sun,Oih_Ana,Do U remember?????!!!!! That was six months ago!!!!!!!! And..... we're still here!!! #btcnews #BTCUSD #Bitcoin #btc… https://t.co/xl0fBhcTcI,476,False,0,0,,,,,
Sat,Haskell Parkyn,"RT @0xgang: 444Million Token Airdrop Starts!!!

Join Now: https://t.co/H0TtkEtLr7

#Airdrop #freetoken #freecoin #erc20 #ethereum #eth #eth…",193,False,3114,0,,,,,
Fri,anuairdrop,RT @qurrex: Only 2 days left to get 500 QRX for 1 ETH. Don't miss LAST CHANCE to join the future of #cryptotrading https://t.co/MTgWaofiM2…,4105,False,513,0,,,,,
Thu,Marvel Semi,"RT @coinnup: @coinnup has adhered to all the regulations governing a #Blockchain business as laid down by Estonian authorities.
#cryptocurr…",1166,False,29,0,,,,,
Wed,Jackie Brown,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",420,False,3226,0,,,,,
Tue,Revalast,"RT @dentcoin: DENT, the leading Blockchain project for the Telco market is now live in United Arab Emirates (UAE)! Middle East will be a gr…",117,False,40,0,,,,,
Mon,Nicolò Taborra,"RT @dentcoin: DENT, the leading Blockchain project for the Telco market is now live in United Arab Emirates (UAE)! Middle East will be a gr…",43,False,40,0,,,,,
Sun,Alex 🔥,"Great new exchange is comming ! Going to use it for sure 🚀 and you…?
https://t.co/pXwG5Dar82 #com

COMBINING THE PO… https://t.co/LsKZx2Efwg",15572,False,0,0,,,,,
Sat,cristina nadila,"RT @blockbid_io: Bitcoin buying on the Rise Again in Venezuela

https://t.co/ugEbqNhX7R

#Cryptocurrency #Blockchain #Crypto #Bitcoin #Btc…",1156,False,108,0,,,,,
Fri,cristina nadila,"RT @blockbid_io: Blockbid Partners with LexisNexis to Enhance Exchange Security - Thank you Finance Magnates for the Article!

https://t.co…",1156,False,47,0,,,,,
Thu,I.F.,RT @ArminVanBitcoin: The game of Monopoly will teach you more about economics and finance than any College or University. 💵🎓👇 #bitcoin #hod…,140,False,153,0,,,,,
Wed,Francisca,"RT @storeplexio: In less than 3 days, the Storeplex Pre-ICO will be live! There's a 100% bonus for early investors, so make sure you're a p…",2,False,82,0,,,,,
Tue,cristina nadila,"RT @blockbid_io: $817M Later: LexisNexis Partners With First Institutional Cryptocurrency Exchange #Blockbid

Thank you @Forbes for the gre…",1156,False,58,0,,,,,
Mon,Dasha,"RT @IqOption_VIP: Venezuelan Government has issued an official statement eliminating obstacles to the import of mining equipment. 
#crypto…",7,False,58,0,,,,,
Sun,anuairdrop,"RT @qurrex: The Beta version of Qurrex amazing trading platform is already online at https://t.co/bTE3XwJ7a9

#TokenSale #bitcoin #crypto #…",4105,False,358,0,,,,,
Sat,MichelleB🇧🇷🇳🇬,"RT @Thrillmex: When #bitcoin was $1,000 people dreamt of $7,000 $BTC

When #bitcoin was $15,000 people dreamt of buying $7,000 $BTC

Now we…",100,False,207,0,,,,,
Fri,Crypto_Hustler,"RT @0xgang: 444Million Token Airdrop Starts!!!

Join Now: https://t.co/H0TtkEtLr7

#Airdrop #freetoken #freecoin #erc20 #ethereum #eth #eth…",1235,False,3115,0,,,,,
Thu,Bitcoin news,"RT @BTCTN: Bitcoin in Brief Friday: Bitpanda Offers New Coins, Microsoft Dips Data Center in the Sea https://t.co/f5WoF45eYH #Bitcoin https…",18,False,28,0,,,,,
Wed,Haskell Parkyn,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",193,False,3227,0,,,,,
Tue,Daniel Felts,"RT @nauticusen: Up to 300NTS still up for grabs!

#nauticus #NTS #cryptocurrency #cryptocurrencies #cryptocurrencynews #cryptocurrencytradi…",5063,False,101,0,,,,,
Mon,Crypto_Hustler,"RT @0xgang: Get More Tokens: Send a minimum of 0.001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678, and get 444,444 tokens.

The more yo…",1235,False,3227,0,,,,,
Sun,Free Crypto Trading Signal Robot,"🔔#SIGNAL #WAN:
💲BUY : UNDER 5820
💲SELL : 
  🎯TARGET 1 : 6400
  🎯TARGET 2 : 6900
  🎯TARGET 3 : 7500
⛔STOP LOSS : -10… https://t.co/Yq7QQjFR3s",234,False,0,0,,,,,
Sat,DGreg 9,"RT @SuretyToken: The surety airdrop is here receive up to $400 in surety tokens. 
Sign up and complete the airdrop procedure to receive you…",306,False,664,0,,,,,
Fri,Filza Cabs,"RT @KoniosOfficial: We are excited to announce our newest Team Member Damilare Binutu.
We wrote an article to give you more insight about h…",1406,False,554,0,,,,,
Thu,Cryptozaur,"RT @dentcoin: DENT, the leading Blockchain project for the Telco market is now live in United Arab Emirates (UAE)! Middle East will be a gr…",22,False,40,0,,,,,
Wed,matthew,@CNBC @bitcoin_dad CNBC always good for a laugh! #btc #bitcoin 😂 https://t.co/EJcmjxmoIr,108,False,0,1,,,,,
Tue,Quadzilla,"RT @dentcoin: DENT, the leading Blockchain project for the Telco market is now live in United Arab Emirates (UAE)! Middle East will be a gr…",883,False,40,0,,,,,
Mon,FOLLOW BACK,🔥🔥 Help Needed! The community needs your support to get @AmmbrPlatform get listed via @CryptalDash Exchange. Suppor… https://t.co/DeTijB1uLN,57932,False,1,2,,,,,
Sun,Frank Tran,"RT @SuretyToken: The surety airdrop is here receive up to $400 in surety tokens. 
Sign up and complete the airdrop procedure to receive you…",954,False,664,0,,,,,
Sat,Adelika,"RT @freecryptobot: FREE BITTREX TRADING BOT / CRYPTO CURRENCIES TRADING SIGNALS 24/7 live
https://t.co/CV3V22ttNj via @YouTube
#NEWS #BTC #…",52,False,376,0,,,,,
Fri,Stas Robrbe,"RT @decoin_io: Our airdrop program is still live!
A total of  55,000 Dtep Coin with a value of $50,000 are up for grabs!

Visit our Airdrop…",12144,False,126,0,,,,,
Thu,Angel Young,RT @LaddelEdwards: CMI has already contacted our winner and is waiting for a reply before we announce it publicly.#ECA #crypto #cryptocurre…,681,False,2,0,,,,,
Wed,coinOK,The Hardware Bitcoin Wallet. Get Trezor now for only 89 EUR https://t.co/RyPUbER3cs #btc #bitcoin 03 https://t.co/CRj43c3lgf,8694,False,0,0,,,,,
Tue,Andrazz,RT @btc: Steve Wozniak: “What an incredible thing #Bitcoin is...” #crypto https://t.co/ToZEZbed2i,32,False,37,0,,,,,
Mon,Dasha,"RT @IqOption_VIP: Cryptcurrency?
#bitcoin #ethereum #Ripple #ICOs #cryptocurrency",7,False,77,0,,,,,
Sun,Trttn,"https://t.co/wPPRCVldcH
Beta version of DataMining App will be availeble on Q4 2018!Stay tuned!
#Svandis, $SVN,… https://t.co/Mcevh7WFwI",10608,False,0,0,,,,,
Sat,Kara Moris,"RT @c2legacy: Build A Digital Legacy
That Never Dies...

LEARN MORE...
https://t.co/VuOIhOPnKm

#Bitcoin #Cryptocurrency #C2Legacy #C2Who h…",5166,False,260,0,,,,,
Fri,Godlove Godwin,RT @ecomi_: Get your forms in for your chance to win our GRAND PRIZE!!! #ecomi #ecomiarmy #crypto #bitcoin https://t.co/0DqiNvTkaU,329,False,5,0,,,,,
Thu,Aziz,"RT @BTCTN: Putin: Cryptocurrency Has Its Place, No State Can Have Own Crypto https://t.co/BoubhBEsXC #Bitcoin https://t.co/E0qTNSX0oL",199,False,89,0,,,,,
Wed,Long6789,"RT @HUSSY_io: Supposedly a price list of sex services from a brothel in 1900. The ""no discount for cash"" is a bit puzzling - what other pay…",9397,False,55,0,,,,,
Tue,Laboni,"RT @digitalticks: Connect now to Official Telegram Channel for Live updates about Digital Ticks Exchange
#digitalticksexchange #telegram #b…",3127,False,239,0,,,,,
